Title,Company,Location,Salary,Salary Type,Fit Score,Response Probability,Missing Skills,Verdict,URL
C++ Application Developer | $60/hr Remote,Crossing Hurdles,EMEA (Remote),C++ Application Developer | $60/hr Remote,hourly,15,5,Professional C++ development experience | High-performance C++ applications | Legacy codebase optimization | Performance-critical application development | Real-time systems experience | Modern C++ standards knowledge | Agile methodologies experience,Do not apply - this is a complete skills mismatch as you lack the core C++ expertise this role requires.,https://www.linkedin.com/jobs/view/4381820692/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=U3n1YjxCdjqWpAmnwUn%2FXA%3D%3D&trackingId=6pXvS9H67SnRFJ9tZpURzg%3D%3D&trk=flagship3_search_srp_jobs
Cross-Platform Engine Developer (Cocos2d-x),micro1,EMEA (Remote),$80/hr - $90/hr,hourly,15,5,Cocos2d-x framework experience | Game engine development | Computer graphics and rendering pipelines | Memory optimization for games | Mobile/desktop/console game deployment | 2D/3D game project experience,Do not apply - this role requires specialized game engine expertise that doesn't align with your ML research background.,https://www.linkedin.com/jobs/view/4391369068/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=HGJ8MFn5eLlVoxUKQrqIOw%3D%3D&trackingId=KSkqRupSqgvSqOkoo5Z1HQ%3D%3D&trk=flagship3_search_srp_jobs
Game Programmer (GoDot) | Remote,Crossing Hurdles,EMEA (Remote),$50/hr - $120/hr,hourly,15,5,Godot Game Engine expertise | GDScript proficiency | Shipped game projects | 2D/3D game development pipeline experience | Game optimization techniques | Gameplay systems design,Do not apply - this is a complete career pivot from ML research to game development with no demonstrated Godot experience or shipped games.,https://www.linkedin.com/jobs/view/4393437200/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=HGJ8MFn5eLlVoxUKQrqIOw%3D%3D&trackingId=yWCw8Q4fMrxShp6m4He0gA%3D%3D&trk=flagship3_search_srp_jobs
Java / Jakarta EE Developer (m/w/d),Gepardec IT Services GmbH,"Vienna, Austria (Hybrid)",$70/hr - $120/hr,hourly,15,5,"Java/Jakarta EE | Maven | Jenkins | application servers (JBOSS/Wildfly, Tomcat) | OpenShift | database management | enterprise software development | German language proficiency | TDD practices | code reviews in enterprise context",Do not apply - this is a complete skill mismatch between ML/Python expertise and Java enterprise development requirements.,https://www.linkedin.com/jobs/view/4396583578/?eBP=CwEAAAGdU_SRdGpXWxra26XLwBLzQR8unZ9zpBHYKjPgcQbhKqrbNzvDcT56-_3NGKqWzvmCgbsjnBjxIh_5ZWJQ5OpRw-plq73u1KuCnK7q_eGUM6IQpRThhEWWnrMrlWVMo3yUgZ7dy-kXonHq9JYdiNYEGQfV-k8KB1stq3bvyjyDUjCVqkMOOiSR1oqGkONNRxhDreze_DjNn-FdkCTrs6OE_NrmB484meFNnk_UfrgsMb1eZDI-n_gijTJI5yCIz3YfMwH7JkaDv_oUICjrSHQOMPvx_e9FE1mpfp0IbvgwhWjr9FqBBhMFvpgS9Ml27tCf0eeP-1k0ikjVSRKPsi5G-vhm_O0dX-bNMbjnwXAq59k7x5UreoM-yyTse4z3w54n1d_rW39o-3Miw_TYEWIc_CYq9Tnh6_WYCCAh1hY_RUM3hMolZFW0XHotQKjVo-HVA78Rw_fT&refId=vAjElaIGnQ8SKJ%2BFTR5WCA%3D%3D&trackingId=KbHrNKgrgSbA2G03F2g%2BfA%3D%3D&trk=flagship3_search_srp_jobs
React/Java Developer (f/m/d),PwC Austria,"Vienna, Austria (Hybrid)",$70/hr - $120/hr,hourly,15,5,"React frontend development | Java backend development | Angular framework | .NET development | Cloud platforms (AWS, Azure, GCP) | 2-3 years software development experience | Web application development | Frontend/backend architecture | Agile/Scrum methodology | CI/CD pipelines","Do not apply - this role requires web development skills in React/Java that the candidate completely lacks, making this a fundamental mismatch.",https://www.linkedin.com/jobs/view/4393285698/?eBP=CwEAAAGdU_SRdC_4fq7h4FyKNOLWE1cxDkGFNRTwnhtDxIm56o2MykGT-jUIWO35ESdG75qRIluk9zdH2lWyhkOy_7ZGx1h_RGvWIjNItz6gNcb2yvVzu_2wWXu1yd5cSgRjnS3P-sx9NKai77cFQt_m4F0Q3-j3KEwlIcpL-qX9fNpBnyCw5AgZtMbt9NxgSsi56BsNWGgeIMzw4lc8EJta5OLFjtM_xYsKbHkbjQrRlbSYwzGxAL3NGPxqplYU1XQ2KW1LCB_oTX6mXHJYmrCIzuheg6mJ8jM7H-2BgrIGVIR0gq05HoH1fYLDu3PeEGc4-dP3_G0mDNmtFH2mEQwcp9f7V5EX1LZ6ZAhc9V6GiGqwka3rf4hIAZf7QpSczGHXIFwDRsuGlMT22qopikXeCMh89GTxZzi53vuApyORcFtVDti4RKopflJoBtOY1yQiOnM_o6yKbSvQ4BuPgOq8cRXLysrtzjJop_9YYZjP103Yw3c51OXTsYqrM32-EZX4XTAMpw&refId=vAjElaIGnQ8SKJ%2BFTR5WCA%3D%3D&trackingId=PNO0muevwmOYlnsjvLb76g%3D%3D&trk=flagship3_search_srp_jobs
Web Developer,BruntWork,EMEA (Remote),$150/hr - $150/hr,hourly,15,5,Web development experience | Industrial automation systems | Manufacturing processes knowledge | Control systems experience | 5-7+ years software development | Frontend/backend web technologies | Database integration for web applications,Do not apply - this is a complete role mismatch as you're an ML research engineer applying for an industrial web developer position with no relevant web development experience.,https://www.linkedin.com/jobs/view/4395845489/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=vAjElaIGnQ8SKJ%2BFTR5WCA%3D%3D&trackingId=3Lgt9KdSUNWmff3zfXSDUQ%3D%3D&trk=flagship3_search_srp_jobs
Java Gameplay Developer (libGDX) | Remote,Crossing Hurdles,EMEA (Remote),$50/hr - $150/hr,hourly,15,5,libGDX framework experience | Game development experience | 2D/3D game design and development | Gaming UI implementation | Gameplay mechanics implementation | Desktop/Android/web game deployment,"Do not apply - this role requires specific game development expertise with libGDX that the candidate completely lacks, making this a poor fit despite strong technical background.",https://www.linkedin.com/jobs/view/4392860259/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=KymKD3o9wYi%2FW91PRTCeJQ%3D%3D&trackingId=6cV80HZCnqNUM9RJjiD0vg%3D%3D&trk=flagship3_search_srp_jobs
Weekend DevOps Engineer,Sporty Group,EMEA (Remote),€103/hr - €160/hr,hourly,15,5,3+ years DevOps experience | AWS cloud platforms | Kubernetes management | CI/CD pipelines | Microservices architecture | Service Mesh concepts | TCP/IP networking | HTTP protocol | Redis/Memcached | Nginx | Infrastructure monitoring | JVM optimization | MySQL/Oracle databases,"Do not apply - this is a complete career pivot requiring 3+ years of DevOps experience you don't have, and you'd be competing against seasoned infrastructure engineers.",https://www.linkedin.com/jobs/view/4358371813/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=KymKD3o9wYi%2FW91PRTCeJQ%3D%3D&trackingId=Ei3lUSegoeCaI8fPLiUdSw%3D%3D&trk=flagship3_search_srp_jobs
Senior Fullstack Software Engineer (Django/ React),Channel Factory,European Union (Remote),$80/hr - $90/hr,hourly,15,5,Django framework | ReactJS | JavaScript | PHP | CI/CD pipelines | AWS cloud services | PostgreSQL | OpenSearch | Redis | RabbitMQ | Celery | Web development experience | Full-stack development | Leading/mentoring developers | Software engineering lifecycle in web applications,Do not apply - this role requires senior full-stack web development expertise that this research-focused ML candidate completely lacks.,https://www.linkedin.com/jobs/view/4393580387/?eBP=CwEAAAGdU_TUcHYoJ8Tv7_e2d_gF4woNLdmD9qNzyvCEJbxF8xXaK0jzCOOoFevfqmtiTzMPLP_Mvg7U3zE_Y9x_TwG3R_lDOy1aFNPrmnkWtbg6P2tGikMhtbQuKwtjkPq5jcriHorC6QRtHTlV8rD7hHHMy0TaxlJbsXo16IlF7rBXSAn53mVEhrZO7zKLicXwQA9UzXecebKeAqi2p9YDj0WvgmymM54rP-pxOQ7KGktoYgXDR-HYOYyzCQPmI30k_qnXjeO19_XX4YIC0RX64PiO23l8T7J1Yy9zCj4yQO98tgb4qPlxFY4_B2dFdU7m9maGLMtFcBulzP1-g7gbb2QB71NYalKQjmOnw-9RCSBefX9oKvVtFNuQSIKGWcT08kcGBknwkqwJyBvQ1AaIr4AK2wupp1Bkt8TmfFXZ3vot10ayP3Pc7iEMvIdAmdiieoQovLHUKaJQrOvkyQJ7bCQwsnrQrG0_Zs4IOR_oezEaCLRP_Ffh&refId=KymKD3o9wYi%2FW91PRTCeJQ%3D%3D&trackingId=JmoHQTUVO5xBl2Syubfkbw%3D%3D&trk=flagship3_search_srp_jobs
Senior Backend Engineer Node.js (Boosters),Playson,European Union (Remote),$70/hr - $120/hr,hourly,15,5,Node.js/TypeScript 5+ years | Async programming approaches | Kafka/RabbitMQ messaging systems | Distributed systems architecture | MySQL/PostgreSQL/MongoDB databases | Kubernetes hands-on experience | E2E and unit testing | Microservices architecture | Backend web development,Do not apply - this is a complete career pivot from ML research to backend web development requiring entirely different skills and tech stack.,https://www.linkedin.com/jobs/view/4124982639/?eBP=CwEAAAGdU_TUcFwA1WgtLr649F3gl1xDltOPKRolw6IxUXaelkkfesiQQX62fmMeeZQV_KQra2bO4V-THxA6YPXen3SRI7vu2xw3ElTozLyYUbtet2zmEc-8M222oRiAjU6Ff_fYYL5tLv-fTU8daxTq8JtmfoX9nz32b5W13bPzue2zvrVdQUxBekV0roCz8v7-qhVtK4Cal8WUXeXgRqMPc9lfa7yCOLZYVdVbE0Sv-rojpn6Nu8sCfwgLE45Mj_J6Kf62jiwG2aLcga_l6WAyZRbCbFFnT7fI-vvJyIr61ErICMa9N_npdDYgO19TF2KGeVva95a9GC3ix4joEz7bu3W-Ejl-p7BRtZENuOgfK519eiA0YC17Rimzko2YoTgv2uC_XODJmPB8L_Zsj8D3edU4FziwUaDcd_burRaPG_79ZginU1GRiMZSj1HeY7xgDwShO0k520rvn2XS-JZJtfoPmNxv79_9lGiPno_WkV8P4zQ&refId=KymKD3o9wYi%2FW91PRTCeJQ%3D%3D&trackingId=kbV9Scnked7EHZpYcwnhcQ%3D%3D&trk=flagship3_search_srp_jobs
Notar - AI Trainer - Freelance - 8-20 hrs/week - Remote,10x.Team,"Vienna, Vienna, Austria (Remote)",€125/hr - €375/hr,hourly,15,5,Licensed notary or candidate notary credentials | Practical experience in notarial matters | Knowledge of document authentication and verification | Understanding of notarial acts and certification processes | EU/UK legal background | Experience with regulatory compliance in notarial context,"Do not apply - this role requires specific notarial credentials and legal experience that you completely lack, making you fundamentally unqualified despite strong technical skills.",https://www.linkedin.com/jobs/view/4397303448/?eBP=CwEAAAGdU_VWh9L3ZePreAVGW0Hb3iOs5HIu-oPa0Pn03AeJWPFHU1a-DhN0Yxg2eJWkF_PDcDVpY0maxapbXQ34nQ9z381N6wFgjqsrowvE5Wof01h-1EIY6pTyUhTu7bfbcFG_RKiD6H1ChK9qFhmn0jSjQuAfB_8FMiMkpe_2kheYjNif39S5Lnq_AWSwLV-rhzP4sZFEvTdCbxb_aLmJQKxNrEWFGI_wYEafvNzBQezvF3OSEaVuOMDtJ2npKJ-INhnqpICF7yf3xGhERGn50osI6k5mPK-d_Ru8Oq4dPogNAeQDvoHX16QH078aRKq32Wt2LRkMAukR6O3e3t-Ea5cRNZf1h6qEGsloqRi8a1psIzYfn9uM02YhsQ09RYra2F1ZIL_44WIal-mtOuW5IVJ1W7EeCuHCBjsLmoc0JH_f-2F1Y-nzh7x5ZCOIwlvix-mZ6UBPgrrAWOEnYEUPZih5nG_sg5Ddnd5FDpmagQ&refId=1mQtISncZOzwX6R1NPN6iQ%3D%3D&trackingId=eomMDSqza2n%2Bn5EtM%2FO6Jw%3D%3D&trk=flagship3_search_srp_jobs
Healthcare Specialist | $98/hr Remote,Crossing Hurdles,EMEA (Remote),Healthcare Specialist | $98/hr Remote,hourly,15,5,Certified Community Health Worker credential | Community or public health experience | Patient care experience | Knowledge of community health practices and protocols | Experience with electronic health records | Public health data systems familiarity | Healthcare domain expertise,"Do not apply - this role requires healthcare domain expertise you completely lack, not ML engineering skills.",https://www.linkedin.com/jobs/view/4371504367/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=dvc%2FrVoxhfidKvR2NRst3Q%3D%3D&trackingId=7k236aiIV68mDnFh6eX32w%3D%3D&trk=flagship3_search_srp_jobs
Business Intelligence Analyst,Swans,EMEA (Remote),€73/hr - €117/hr,hourly,15,5,"BI/visualization tools (Tableau, Power BI, Looker Studio) | CRM platforms (HubSpot, Salesforce) | Data warehouses (BigQuery, Snowflake) | Automation tools (Zapier, Make) | REST API data extraction | Business intelligence analysis | Client-facing experience | Professional services background",Do not apply - this is a fundamental role mismatch between academic ML research and commercial business intelligence.,https://www.linkedin.com/jobs/view/4391619939/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=dvc%2FrVoxhfidKvR2NRst3Q%3D%3D&trackingId=7FIQP%2BGijZds1g5cDd%2Bq%2Fw%3D%3D&trk=flagship3_search_srp_jobs
HLS C++ Design Engineer (Europe),Piepeople Consulting Inc.,European Union (Remote),$80/hr - $90/hr,hourly,15,5,C++ programming | HLS C++ and High Level Synthesis | Vivado/Catapult tools | Video codec hardware/software design | Verilog/VHDL design | Hardware design experience | FPGA development,Do not apply - this is a hardware design role requiring C++/FPGA expertise that completely mismatches your ML/AI software research background.,https://www.linkedin.com/jobs/view/4391748458/?eBP=CwEAAAGdU_o3BkfzCZVCBrROBTq-9SWxlRDVOdg7jP_ISizmcOpSWUvBChnI2kenDLjWg4dvkLqlyEweXZjtOKpdX9vIsk0WEuFS06NODJ_SlrD6HyvQ2hzMbfvIKCbNL4kGogI5L6wdm1e0dViUcER2F0jYCGeZmtKi0cUfzxWkXw7mxmUVjMtmcDB0zbPZu8LZUbIPR8wdpviLFRH1z1mUO7QuR3TpTV-hmhVOJpTG16OXSetEZjsUtMc4Drf6p8g4H3kiFKGpHTYkceOdxO4EhNwZm9LZsb7fNvE98QTYYz4u5eYdj1OumF4RFEZ0ra4uzG3rLma4AwWFmQWwUo56pk0Fa0J4djJK4drhAv6AniIueJO-zNV7GrnRsE6_wTpVdo6XaV1-jeBOYyDvL4VZZ1MiFiohXpU4P9mV8-JYPN-VKxpMOQm8Rsk2XtY7o1fkFiTA1ADkba_MBQvCaXDXEluFvL-HMAG5pQgJccg&refId=TD3UY9P08fsaRf5QhtLv9A%3D%3D&trackingId=OMLNIYHu8LkI0mgWGLiI8w%3D%3D&trk=flagship3_search_srp_jobs
Geological Data Analyst | Remote,Crossing Hurdles,EMEA (Remote),$55/hr - $104/hr,hourly,15,5,Geological domain expertise | Laboratory geological instrumentation | Geological mapping and cross-sections | Field sampling experience | Core inspection/logging | Drill cuttings analysis | Geological sketches preparation | Geophysical/geochemical survey experience,Do not apply - this is a geological domain expert role requiring field/lab experience that completely mismatches your ML engineering background.,https://www.linkedin.com/jobs/view/4372047592/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=TD3UY9P08fsaRf5QhtLv9A%3D%3D&trackingId=vHrBjwhhJzEsx0b51zDSCw%3D%3D&trk=flagship3_search_srp_jobs
"University Assistant Postdoctoral, Life Sciences",University of Vienna,"Innere Stadt, Vienna, Austria (Hybrid)",$38/hr - $43/hr,hourly,15,5,Plant systematics and phylogenomics expertise | Wet-lab genomics experience | Plant comparative genomics publications | Taxonomic focus on land plants | Genomic library preparation for long-read sequencing | Gene and species phylogenies experience | Plant biology domain knowledge,"Do not apply - this is a plant biology research position requiring domain expertise you completely lack, despite having strong computational skills.",https://www.linkedin.com/jobs/view/4397500752/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=TD3UY9P08fsaRf5QhtLv9A%3D%3D&trackingId=4FS2dGi1gBrXhJDqTShV3Q%3D%3D&trk=flagship3_search_srp_jobs
VP CX Advisory & Digital Solutions,Transcom,EMEA (Remote),$100/hr - $100/hr,hourly,15,5,VP-level executive experience | CX/BPO industry knowledge | Business development and sales collaboration | P&L responsibility | Client relationship management | Digital transformation leadership at scale | Commercial opportunity identification | Business strategy development,"Do not apply - this is a senior executive role requiring 15+ years of business leadership experience, while you have 4 years of research experience with no CX industry background.",https://www.linkedin.com/jobs/view/4396456650/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=67CHOtFOtnQw9EEUjYewgQ%3D%3D&trackingId=lqGrs%2BRbVT4wXy9GtFT4sA%3D%3D&trk=flagship3_search_srp_jobs
Staff Software Engineer (Go),Nuitée,European Economic Area (Remote),$80/hr - $90/hr,hourly,15,5,Go programming language (primary requirement) | Staff-level software engineering experience | High-growth startup product ownership | Backend/API infrastructure at scale | Stakeholder and product management | Travel/hospitality domain experience,"Should not apply - this is a complete career pivot requiring different programming language, seniority level, and commercial product focus that doesn't align with their research background.",https://www.linkedin.com/jobs/view/4390852038/?eBP=CwEAAAGdU__isboK845X-cWa9hfBT053-_yeErrieys8Ov38-gKdHby9FeNe1JOXEwsDeqZkqWATt4kt-zVTxYQsjhv8LxqMZmz1YKivvVSVmhjWjhV3pwFu3EDUcjV2dMTuFqj5HXyRrWMTatovk8M_ER8vedWEJqtc6e6-_b08VG2ylYEGHkaNRzi3BsxtY5UcQQ96WApYB_oZf-q974pVKHHMK0F5xXpnHSKCldCCugGhmFBI6H5RTkJeBDmD63OrRkGuq_AdbT__tAErOkuv6auc8ZNhEpe4k00sO04C4fgITvswco60JZQpBxawsoJXaVWb3hWuufOt19DkGZmqTb9EbhHsNUT_alwi8wO0VyXRtoddJLnnLsUqKM_Kn9bJkiAlBnhrQb06f1DVyKvWfpGHs-jXpIAZHloGFr2tGSHdLInSM-bM5HPxSrVVIC86SYbVKz0uKXiL7-BrLpYKWl14oyPKJXe-tdxxBMvPl1-fhx1_GC1fOW-H8WywA8iw5q0TYw&refId=yXTPDTNwaLluwnkl8cvEOA%3D%3D&trackingId=4ea%2BlGMEjRr5g4RzrWmDUg%3D%3D&trk=flagship3_search_srp_jobs
Student Worker - HR,McKinsey & Company,"Vienna, Vienna, Austria",$85/hr - $85/hr,hourly,15,5,"Currently enrolled university student status | Human resources management focus/coursework | Business administration knowledge | Controlling/accounting experience | Advanced Microsoft Office skills (Word, Excel, PowerPoint) | German language proficiency | HR-specific interest and background | Service-oriented customer interaction experience","Do not apply - this is a complete role mismatch requiring student status, HR focus, and German proficiency that the candidate lacks.",https://www.linkedin.com/jobs/view/4391761864/?eBP=CwEAAAGdU__isn7fNLb7CP3PbDzs2x_DRAeE0YC18xpa5eVFeQKm0aqMGbgYjtbl-wkEXk4QT7tvQAXXH4HhXVL4Qk4m3TvI3QXN4ZldPYLQi0fSkSKRNf2ogiX0bRjGYP5zJ9YfWw8kvfzIfXfqikSY1lKAyVMTsMSj3nEOfW58u391IIpjNlw8wPdztwW32CH6lW-1US1HOLBKF3L6ScR4D_rzShTibzLO1bA-oRgEImAb2n4nzHR_rvBpEVZSdYT898yOLGNN2MXp1gBpUrjIyVLeS44FSp6hdbce6CFIviiXnL9jB3IAdPyHaElgah3om5gt7C3Zdday6FsjS432bbCow2TfhkyMCVwQ2Ge1_3fJ0zcdq8Ordg_p61K31qzn2ezerUgY3JbLCOrk3FlSZkOL62sCBcikFdVkUSiBNIOAnhTTuWoMH4KkD4gueW-x7uN1GmhTUCJOhpxsUvqhp3NsDNI6ZfdpxcwCGSLW7S4mEaI&refId=yXTPDTNwaLluwnkl8cvEOA%3D%3D&trackingId=AXIu3Iv5fi1y8NW8bJWcCw%3D%3D&trk=flagship3_search_srp_jobs
Virtual Assistant (Work From Home),Persona,EMEA (Remote),Data Annotator | $40/hr Remote,hourly,15,5,Administrative and business communication experience | Client interfacing and customer service skills | Scheduling and event planning | General business operations support | Spreadsheet-based data collection and reporting | Content writing and creative work experience,Do not apply - this is a complete career pivot from specialized ML engineering to general administrative support with no clear skill transfer or career progression benefit.,https://www.linkedin.com/jobs/view/4391800950/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ZAs0deCiYxw%2BDdrpxYu%2BCw%3D%3D&trackingId=pfJvHIt5gcn4xxqiu%2FqPxA%3D%3D&trk=flagship3_search_srp_jobs
Audio Specialist,OneForma,EMEA (Remote),Research Physicist – Up to $90/hr,hourly,15,10,Bilingual fluency in required language pairs | Audio recording experience | Quality assurance experience for audio content | Customer service dialogue familiarity | Linguistic review capabilities,"Should not apply - this is a significant career level mismatch as the role seeks linguistic specialists for data collection, not ML engineers.",https://www.linkedin.com/jobs/view/4367832254/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=4nBOGhoHvJbrww3VthLCMA%3D%3D&trackingId=gAK1zji4Hh3NSUbDODENzQ%3D%3D&trk=flagship3_search_srp_jobs
Technical Lead (Rust),Keyrock,"Vienna, Vienna, Austria (Remote)",$70/hr - $120/hr,hourly,15,5,Rust programming (critical requirement) | 5+ years Technical Leadership experience | High-frequency trading systems | AWS production environments | Kubernetes clusters management | Finance/cryptocurrency domain knowledge | Node.js/TypeScript | GitOps workflows | Ultra-low-latency systems | Team management and mentorship at scale,"Do not apply - this role requires a senior fintech technical leader with Rust expertise, while you're an ML researcher without the necessary trading systems background or required seniority level.",https://www.linkedin.com/jobs/view/4324668790/?eBP=CwEAAAGdVARWKLziJpABCeT-KfqqZAAX9K_CPQUtIx3uiWtFqxjv2qpe136wVkn4rIsYu5hRtMCYMieX36yqIdZP-yGCgv9oVfTT7tusFlhSR6ZOg4kt82Jz2VOWIJ0u8uUWOMfgbc_YNwLkt3NdPRvN5mPL-8YRJpppM5i-tal3Z-oltqlna1TmW-X0wNHdYLyqjl6klxchVMf0SWliSDz0ISyB8KL7G3mOYnWpYFMsgPmTLZsRCpCwb0AejTQyRUPWovl8fInBZBDfjjz_gXVW9mKXNqumvOm68NutUrrlTxv6uAly90Q3IrOSfVcBOkadfyEc9gTRUTektidEuCECl3yW6JHZ4Q7u8hfnyGEVhmHcERiKCwiEWaXvMSMbeNc9PIulilYW7RxRjMO2MwtnajqrVFcUepCasbO-Va5lnVWZUjiVe9mXdIPxRE-7Q23b6yWNUu07nhTgMPMn5pHtRy7NavVbLxqumkS1QELbo6BgUO8&refId=bPX5RsZlTXsqDWNYtCUlDA%3D%3D&trackingId=acvXwdK6bUVBG7%2BIxm3Eig%3D%3D&trk=flagship3_search_srp_jobs
Experte:in für Bauphysik im Bereich Hochbau,TPZ & Kollegen,"Vienna, Austria (On-site)",Research Physicist | Upto $85/hr Hourly,hourly,5,0,"Building physics expertise | Construction engineering background | Multi-story residential/commercial building experience | Building codes and regulations knowledge | Structural engineering calculations | Construction supervision experience | Planning phases (preliminary design, detailed design, permitting) | Quality assurance in construction | 5+ years building physics experience",Do not apply - this is a complete career field mismatch requiring construction/building physics expertise the candidate entirely lacks.,https://www.linkedin.com/jobs/view/4395685047/?eBP=CwEAAAGdU_acWGoiWTE8c3aUTdP148rsfK7BUljIiQm0DDDkLw9IJG70Z7c5IyRtNK186a8iZYmOrgBaUmKc-FvR9Yj6vGRgWrkAp5DfWhN3QwA-vkBVrFf8GZLm7-Ih55KUPcKey1IL7nDl60V2COehtD2CA6VPIv43vKjIRWfXTUE1L7HJZoOf8UuSZQKMoU3fI7KGyNt1T-OwXk3-0k5GKHFCtNDVWw-6HChR8CznHd9XGTR_pnw5z6PSN7KhiErTkG6f0P0iz3FtLOuCFuFpeFP5lzk4DacGXr_aKoFqQ4lbnco2xwUsIwf-5_0xVKx8y5Dkyuand3nYJP_htNu2iocL8rgngaFxMAyvXGBDdbeCl0Tsc8cLdqh59fLVmE0Y4rL0qSZY3avhtWtSHNlhzymF3Oc28188k14KFFAZXEyKxn3juXgx9oWN8E-ERykYbNFoCEEnmuTqe0d9yI8l25yLWPqAldBf_VtgRic&refId=2W2oS5QbQB3qQZF5wRnaRg%3D%3D&trackingId=UC0AwVL1TwQAreEKv%2BynxQ%3D%3D&trk=flagship3_search_srp_jobs

--- SALARY NOT LISTED (111 jobs) ---
Fully Funded PhD Positions in Translational Medical & Technical Research,Medical University of Vienna,"Vienna, Austria (On-site)",,missing,85,75,Medical/clinical research experience | Translational research background | Medical imaging analysis | Cancer biology knowledge | Cardiovascular research experience | Immunology research background,"Definitely apply - your computational neuroscience background, ML expertise, and existing Vienna research connections make you competitive for neuroscience-focused projects despite lacking direct medical research experience.",https://www.linkedin.com/jobs/view/4394348835/?eBP=CwEAAAGdU_2ou0xK08Mw58Hegoom19_du4iwyQ0mQ9Z6T7rme4qFK8-9AkT49lSrnaGGohneZm0A36ax8UvUWdcJ-zquxor1A3xbaGOL6jqzibcTZEMPvKN3LMqVmtDdWSvtCRVvXigLAHbYeZ5nigfHlfCXKSpOfc6jpvqQn02_xLmbboi3_v2Bmhi0pwaxxakX16NspoRogFyjkFYvfE3XaZmGI1VuX6A6M-xVI-VSMbvRz4NCmtHeWqB8VFv6EyAWOpEG7-wJWtgMwZGHgsS3V7ZA1UhZ_TTnCnfNful9e8MAoPzFqU9lg_Mi-9LhwZbPARDHAZOMtvdzJoG_myELVXBB23URo8GI6J_uCW62XcVjtr5kmXMoAwSph3C3UQX8_-dkiDKbALsi0ibFqd57Y32XD5PxWyEowogDKrGrbO0IEqJt5MPvejnqs4L7K7nbmIxCIw31XR1GjS_rUMPAKucIYnq8vvEvQOHlUfXNlcf9BICzR0fKNtfIl8spbei2xBY&refId=Gc6RHTlDOfVoJHUdasQbsA%3D%3D&trackingId=%2BIL8%2F3TA%2BNJluVt2MbRHRA%3D%3D&trk=flagship3_search_srp_jobs
