Title,Company,Location,SalaryFit Score,Response Probability,Missing Skills,Verdict,URL
Business Analyst | Remote,Crossing Hurdles,EMEA (Remote),,25,15,Side-by-side evaluations experience | Fact-checking experience | Browser extensions and online review platforms | Business analysis domain knowledge | Structured evaluation frameworks,Should not apply - this is likely AI training data labeling work that severely underutilizes their research engineering expertise and offers poor career progression.,https://www.linkedin.com/jobs/view/4378476694/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=TeSuNaoM1BWbirhOIupM7Q%3D%3D&trackingId=Eo1W8sXkCWhKK9II2h96jA%3D%3D&trk=flagship3_search_srp_jobs
Site Reliability Engineer,TEKEVER,European Union (Remote),$50/hr - $150/hr,25,15,Kubernetes production experience | Cloud platforms (AWS/GCP/Azure) | Infrastructure as Code (Terraform/Ansible) | CI/CD pipelines | Monitoring tools (Prometheus/Grafana) | Networking fundamentals | Incident response/on-call experience | SRE/DevOps experience,Do not apply - this is a complete mismatch between a research ML background and production SRE requirements.,https://www.linkedin.com/jobs/view/4389818006/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ov6C9g7aW6%2Be0%2Bbi9bDZ3w%3D%3D&trackingId=emNhH8WbSlOGSua9NJ766w%3D%3D&trk=flagship3_search_srp_jobs
Studentische:r Mitarbeiter:in Projektunterstützung Data & AI (16-20 Wochenstunden),UNIQA Insurance Group,"Vienna, Vienna, Austria (On-site)",,25,15,MS Office/Excel expertise | Power BI dashboard creation | German language skills | Insurance domain knowledge | Student status | Management presentation skills,"Should not apply - this is a junior business analytics student role requiring German, Excel/Power BI skills, and insurance domain fit, while candidate is an overqualified ML research engineer better suited for senior technical positions.",https://www.linkedin.com/jobs/view/4387478233/?eBP=CwEAAAGdIijCCTa3J0I8KbCyaeyvg-exWEpm3opvKkY3y1rDGs9SypZp5YBqE8qHJy9KkxQ8WGAeQPTxJZeQRsIaQ2DAx0mAtdEyKUi_A88rOIlo57XWSKN0JXAy34kq7Dbxgrjq95o9fblusPFUXpiKtZZ9f-pDncFJ7I3jthM6ved8dRyytlLV2Max89u_OCiRTB7yzpVgRvco6VA_PZEkBINe426a36rr_1BAdaMKOA_JcUzTqWnQwAwi7bCDCBAulMNmjGcNM9Vrs5hOJf-D2Xe7TZYci4M0ZUBfQrkUdPfXxPbz3HWLRyqaGjTHAWG79FZW6YqmbRTXFuMapZVUio7CwF7H5GWpBW4rjdl3RcpVFgoyxKf-Lbby5CCG_ZKvegmyVYU7o0dOUOgL8BP2lnSGuZgTZ3RK-FwbycogPHEE84T-3BuWRsBOBLcW0CGvE_9VaZHtTkEpFX_LCIVmoYqj44L9Rs6reOK-SrkNpzV_j1hsQT4oa-kc9g&refId=7r1s98oknGcCr8DIDo56tw%3D%3D&trackingId=mhadXE0okkNvVMHT1V6XNA%3D%3D&trk=flagship3_search_srp_jobs
Data & AI Strategy Consultant (m/f/d),Machine Learning Reply GmbH,"Vienna, Vienna, Austria (Hybrid)",We offer you for this position according to the collective agreement for employees in data processing and information technology a gross monthly salary of at least € 3215 (Consultant) or € 4286 (Senior Consultant) depending on your previous experience.,25,15,German fluency (only A1 level) | Business strategy consulting experience | Client-facing experience | Business process modeling | BI tools (Power BI/Tableau) | Business case writing | C-level presentation experience | Economics/business background,"Should not apply - this is a strategy consulting role requiring business acumen and client skills, not a technical ML engineering position.",https://www.linkedin.com/jobs/view/4387280612/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=UZnXTwumOF2TBYGU%2BjtZwA%3D%3D&trackingId=o5v4%2FHj5jbcOlcIcV9MB%2BA%3D%3D&trk=flagship3_search_srp_jobs
Freelance Mathematician (Python) - AI Trainer,Mindrift,Austria (Remote),"On this project, contributors can earn up to $42 per hour equivalent, depending on their level and pace of contribution.",25,15,Mathematics degree | 3+ years professional mathematics experience | Mathematics problem design experience | AI solution evaluation for correctness/assumptions | Professional mathematics certifications,This candidate should not apply as they fundamentally lack the mathematics background and professional mathematics experience this role specifically requires.,https://www.linkedin.com/jobs/view/4388293546/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=RbJnX%2BVg31u12njVquIjDg%3D%3D&trackingId=ByYCTrut4VExEH3EjNVr8Q%3D%3D&trk=flagship3_search_srp_jobs
"Software Developer, Data Infrastructure (Cloud Ops focus) - m/f/d, full-time",Ribbon Bio,"Vienna, Vienna, Austria (Hybrid)","We offer annual gross salary starting from EUR 50.000,- depending on qualification and experience.",25,15,Cloud platforms (AWS/GCP/Azure) | Kubernetes | CI/CD tools | Infrastructure as Code | Monitoring/observability stacks | Cybersecurity practices | DevOps/Platform engineering experience,"Should not apply - this is a clear role mismatch requiring infrastructure/DevOps expertise the candidate hasn't demonstrated, plus visa sponsorship challenges for a non-EU candidate in a specialized but mismatched role.",https://www.linkedin.com/jobs/view/4385448746/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=XGTHbNCDWV%2Bu4RxJiboAdA%3D%3D&trackingId=YzpFr7w0lxwfXW4%2FqqJ3Ug%3D%3D&trk=flagship3_search_srp_jobs
Statistics Expert (Python) - Freelance AI Trainer,Mindrift,Austria (Remote),"On this project, contributors can earn up to $50 per hour equivalent, depending on their level and pace of contribution.",25,15,Formal statistics degree | Professional statistics experience | Statsmodels library | Statistics problem design experience | AI solution evaluation methodology,"Should not apply - this role specifically seeks statisticians with formal statistics degrees and professional statistics experience, which this candidate lacks despite strong technical skills.",https://www.linkedin.com/jobs/view/4389051834/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=yz2CU4PDkQcPpsNjtRJsGQ%3D%3D&trackingId=%2BVwYJgEoy5%2B7w%2BcIxDs%2FNA%3D%3D&trk=flagship3_search_srp_jobs
Trainee One Human Pharma Operations (m/f/d) - 3 years fixed term contract,Boehringer Ingelheim,"Vienna, Vienna, Austria (Hybrid)","The minimum gross annual salary for this position is € 47.532,24 per year (full-time) according to the classification in the collective bargaining agreement for the chemical industry. Depending on professional experience and qualifications, we offer overpayment.",25,15,German language skills (excellent required) | Pharmaceutical/biotech industry experience | Supply chain/logistics knowledge | Leadership/management experience | Business acumen | Communication skills in pharma context,"Should not apply - the German language requirement alone disqualifies this candidate, and the role seeks business-oriented pharma operations trainees, not technical researchers.",https://www.linkedin.com/jobs/view/4389043299/?eBP=CwEAAAGdIiwSd1KK9zDKq9ee70O8Cvrf6eIuQFK2FukyFykp7JxtLaq7Hbcc0fKV_twfsz2uo7zt2DNdJ7p-L3j97nzOE1Sbei7Ouxm77aRo1FWkO-d53a7als7f-M6NA-PdWePE5GgmSRDicfKHX_vLYQ56Ej6wuRdnYxAAab3Tm96VcEinIsbe3Jx9py5pb8SVneAWLrpplSRlS0uT5Ys_SqS2o9095NCEyVhbKY6KJSCsQwuuzUtxU7uEhfRaeMM1bDhCvl4Fz6a-ZZS6T9NYJ-nBRUFPQ7JN9hMVPCY3XqBo9eSFP6-X476sMLut6RgTJvoeBLB9eTdvs6dsA2swpzVlA95cMX4Sq1ldnUUk0k8N3mbha-FQ9DV8sEn0lXE7LtplbSZqD0dsCAEFExhuhGVuLNFjLK67pW9QkxRhsVZKcNV7xJbiiEgih1SxZG8csS-jAOhPQRvTKEXT8NU5WT3r3_-rzLs_nuWB12G21tAC-P4UlDva7N9FAQg8SeM8SWmQ2z3SsMzrQ9-wCpkuF5EonqxGTwAo2MXviLpGHw&refId=Xnk7QY743PiYEi6ZFNAOUw%3D%3D&trackingId=CAqeWrbmkJ%2Fb%2FzRYNE9m1w%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Engineer,P2P.org,European Union (Remote),Competitive salary level in $ (we can also pay in crypto),25,15,BigQuery | ClickHouse | Airflow | Kubernetes | GCP services | Terraform | Data engineering experience | Production infrastructure monitoring,Don't apply - this is a complete skill mismatch where the candidate lacks all mandatory technologies and has no data engineering background.,https://www.linkedin.com/jobs/view/4389226995/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=Xnk7QY743PiYEi6ZFNAOUw%3D%3D&trackingId=yxUDPACQoIfjsu4etV1d1Q%3D%3D&trk=flagship3_search_srp_jobs
Medical Imaging & Segmentation Specialist (3D Slicer),micro1,EMEA (Remote),,25,15,3D Slicer expertise | Medical imaging modalities (CT/MRI/ultrasound) | DICOM processing | Medical/clinical domain knowledge | Anatomical segmentation experience,"Should not apply - this requires deep 3D Slicer and medical imaging expertise that the candidate completely lacks, making it a poor fit despite strong general ML skills.",https://www.linkedin.com/jobs/view/4389767923/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WRK356LMwl7e0IsDYPLfSQ%3D%3D&trackingId=9yG9S300OpMIPb%2Bz51UADA%3D%3D&trk=flagship3_search_srp_jobs
Technical Consultant Digital Analytics (Junior) - m/w/d - Vienna,mohrstade,"Breitenfurth bei Wien, Lower Austria, Austria (On-site)",,25,15,Google Analytics/Adobe Analytics | Google Tag Manager | JavaScript/HTML/CSS | Digital marketing knowledge | German fluency | Client consulting experience,This candidate should not apply - they're overqualified in ML but completely lack the digital marketing and analytics expertise this role requires.,https://www.linkedin.com/jobs/view/4388849043/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=dT6SxfpSivPvPfv385i%2FGw%3D%3D&trackingId=SpmF%2F7f9daOZhIZdFcB6iQ%3D%3D&trk=flagship3_search_srp_jobs
"BI Analyst/Data Scientist (m/w/d) Vienna, Austria",wikifolio Financial Technologies AG,"Vienna, Vienna, Austria (On-site)",,25,15,R programming (required) | Business Intelligence tools | Marketing analytics | Financial domain knowledge | German language proficiency | Product analytics | KPI definition and monitoring,"Should not apply - this is a business-focused BI analyst role requiring R, German, and marketing analytics experience that doesn't match the candidate's research-heavy ML background.",https://www.linkedin.com/jobs/view/4387748948/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5XLzhTlMY8kF5UNeNCVg4g%3D%3D&trackingId=VDmgXvzf5hCczvrutgXRaw%3D%3D&trk=flagship3_search_srp_jobs
Information Architect,Info Way Solutions,European Union (Remote),,25,15,Information Architecture | Data governance | Business requirements analysis | Enterprise data modeling | Pharma/distribution domain knowledge | Stakeholder management,Should not apply - this is a fundamental role mismatch between an ML research engineer and an enterprise information architecture position.,https://www.linkedin.com/jobs/view/4389290094/?eBP=BUDGET_EXHAUSTED_JOB&refId=NzkzHcqT7Otf%2B0jN%2Bz7VZQ%3D%3D&trackingId=6gsX%2Fapui%2B4hIgQ9y3I%2Bqg%3D%3D&trk=flagship3_search_srp_jobs
Engineering Team Leader,Jobgether,Austria (Remote),,25,15,Engineering team management experience | Backend development expertise | Elixir/Phoenix or similar frameworks | Direct reports management | Hiring and interviewing experience | Production software systems,This candidate should not apply as they lack the core requirement of engineering team management experience and backend development expertise needed for this leadership role.,https://www.linkedin.com/jobs/view/4389590177/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=EwA2X86Iw6xw6RDZUBUYzA%3D%3D&trackingId=UkRvCbIFaFRu2yWGnomUPA%3D%3D&trk=flagship3_search_srp_jobs
PhD Physicist - Astrophysics & Cosmology | $85/hr Remote,Crossing Hurdles,European Union (Remote),PhD Physicist - Astrophysics & Cosmology | $85/hr Remote,15,5,PhD in Physics | Specialization in Statistical Mechanics/Quantum Physics/QFT/Relativity/Astrophysics | Physics domain knowledge | Experience creating physics problems | Theoretical physics background,Do not apply - this requires a Physics PhD and deep theoretical physics knowledge that cannot be substituted with engineering/ML background.,https://www.linkedin.com/jobs/view/4389556233/?eBP=CwEAAAGdIPNXhoZkfwPTqXLek3FVF7PqbdubMrMOxZ2NE5Dk9HVOlJfc2e_ui6scO4B01IMt1vwB9sKUBPDvD9uk88dK5yJsLTQxWa7M33S0fm8UKNAxv2JyUy_eKgG1gWzBXB3_j60ALPuaHgGMw9Y4MnfTm1HF5RBNyPl87NJUDunSG477WdQN2574ID7oqBxkTiCRxwEZ34pF2cLFX1yF9hqTqf0Ju_x5H0Dzj_GssnP5rt40cYE8aN_h-i1TkFeQYQrRkfieGSXlCHTVCrG2TptMT0YD4UazqobHczdwPsvgfe74rsu9iPKrBLby8BZgVqms_XzJXazktlLaQLBklN315rVLRx5gnuasrkyQdzaBjqeNc_CYskAg4PyR5ybISK6teHQgfny4u00F7Dc-LWbX_twlDFJaGpZJbcI-EPcUJm3oVksWfqOyvR7na7DvrG5jrOh06h0qNdZDBAEq-EkOWi2crYRK_ZGrKUzQ6q5jrQ7xzh9LhsvzzErxqSupdcYz&refId=WmGXFfng1onl9Hiup%2ByEJA%3D%3D&trackingId=%2BTbjhGJz2DLLsknN96XccQ%3D%3D&trk=flagship3_search_srp_jobs
Migration Officer / IT-Spezialist*in für Kollaborationstools (m/w/d),FH Technikum Wien,"Vienna, Vienna, Austria (Hybrid)",,15,5,5+ years professional experience | German fluency | OpenDocument formats | MS Office expertise | Nextcloud ecosystem | OSS collaboration tools | User training/teaching | IT systems administration | Migration project experience,"Do not apply - this is an IT systems administration role requiring German fluency and enterprise software migration experience, not an ML engineering position.",https://www.linkedin.com/jobs/view/4389286168/?eBP=CwEAAAGdIPNXhkp5CIeCbCh_5krO8mK3X57Dj2WvwSkdvNe-5FdLfHZWlDKZ7YC99uAIKL8T_tezua26seHhmBnYZ-_4YDDB_pmemuIZ2-hRnpOLf7_dBB4gdTgt2bE8h1ttRwvzr1cUjMlVUQPtys-ZgfNc0rng6CLpZw2TxqmfU7qjpZS3s2F9QDvhzppXvIuYgOcSas5Qb3Hy4YZD3BdFXqxaaZJ65IpiPIZdyIr0ZbhmkjCvXU1e5Kle9TcQO0QxdtOcrlsllC49O_Wc29orNyJZ_-YwgQGyvypdDpf2ZS7BuhnnElXSp7nKwVf_nZPUKG4W9uWYHzbT2EMV7DJqFx_TD6W-bR3RNiFjTVg1D-iSlPdrwk3xxPuvHn8COgjrc8QSJsCEQMy9cMXR_kht_uCkzxKFRxq29GteoWBwrKBtG4daOQZ2nU8qY0Ugajo6pJ-7iEcC9Lkmm0bLeieLHurPXuat0FWKw5sGzeLDna8awbEF3KgE_5ApYjOXmDYkmBlMkbzh44oHQlysuTxMq_Zeg7_0rHMGfg&refId=WmGXFfng1onl9Hiup%2ByEJA%3D%3D&trackingId=S4QKGJ22iQvmY87m6YEDHg%3D%3D&trk=flagship3_search_srp_jobs
Project & Industrial Engineer,Akkodis,"Vienna, Austria (Hybrid)",,15,5,Automotive industry experience | Manufacturing/production processes | Lean Management | Project management certification | SAP systems | German language proficiency | Mechanical/automotive engineering background | Production planning | Work instructions creation,"Do not apply - this is a complete domain mismatch requiring automotive manufacturing expertise, fluent German, and industrial engineering background that the candidate entirely lacks.",https://www.linkedin.com/jobs/view/4388095575/?eBP=CwEAAAGdIPNXh64z_K1xvVPBaJw4-nIr6Oys8FO3R-vECFKh8YPIBNzFymJAxdNbaQ7AndFplkdg5rIL4-hBf2nU9zCigyPn3twMfNMqN0zc-QbxEr966-cmKMtu9RgpJtSm3sfaq3BqLN0VSa4Dn4vh1YqweE7MCKX07fvubUfSXuG4_qY0HG1t3jwct5Iz_o1AlNzQWpaysgN88jUxDrat0M_wjbqzceMcOBRHYyo1GdQ2DtTZU1Lbp81pwDyHBMxnVMGXCvyIfJaBOpRlH9LwUFQfiNxfSX4agK1pzjbjMqbyhISkhHSmNqXrvBv_heYP3cWySexGP_Q2k-DwYfXTnnb4TSmXB-eScbtnEgSZMueEDfsuUyFTGSsL--Lc3u79jI-pDRoA1YZdtTgekaiLlMp6bX3yt6EbvBpDTAyWNbEjhWT8yLV0Pdo9QG5UQsAtr7UQJc5G-UrIvd_wSO--AoSFpnXUUxc_FZS4uBZF1sYyJhlzKUIz0BrgoGe630hVsvSu4-dQKv8M12xrCwJAiYY6pmRYgTyx6w&refId=WmGXFfng1onl9Hiup%2ByEJA%3D%3D&trackingId=sICHS8mEt9%2Fo%2BSwip2ETTw%3D%3D&trk=flagship3_search_srp_jobs
Senior Software Engineer (Rust) - Remote Work,BairesDev,Austria (Remote),$70/hr - $120/hr,15,5,Rust programming (3+ years required) | Kubernetes production experience | Distributed systems design | Backend service development | 5+ years IT experience,Do not apply - this is a complete skills mismatch requiring 3+ years of Rust backend development experience that this research-focused candidate completely lacks.,https://www.linkedin.com/jobs/view/4389597261/?eBP=CwEAAAGdIPOqcdJS5V1M3gReMuatP6ge6n4jEdPGBmpenGmgsRf0mjdAKKwuVgdj0Y84-_0GljdNzZkLBl27ChKPI5AvWGo0WJTrxrVbdDznzbJ5JvROb4XMmd0XTv9d8vdNf_xQmrXvF0Jo7lrW-qkXfODUTff9mDN8asgBhW9PjxoS5W_pA-7qPcc3jHX-9XpuCFO-ulYLdV0ROrLHSB1jhVRYBMa-5jbk6o026DdPyir1IVnN9mRB4Zi8z8D2-mP9uvyOzAzi16nRH3RZqdBW3s54kSxxzzbwlsMYu82MiCVddxNvGo44NyHXhZGQbKR4AdvRGG2oOeV15UjLiFK_mH_BSQwJTMykM_CqAMvgMeMxQtQhHtZBOeDuC74FX_HeEYkL3x4roqNp7mgi3vQvjECAkw6Od1dFK8C90nP3SAZ67HDWFdNKq1bjQmOqjsfGgK-m-k8LaFd6j_ScmwYXMY205np5MLsofjSTx5HSYmqhG7uPhXg1S_KWNVTNZ-ueALMGoJxcbLsi_fA2_SMwUWiG40l7pAoITjDoWg8&refId=zPTSCScEGOwHD1tJg5ymsA%3D%3D&trackingId=pJf3q%2BTY5bDilNtnnJQgfQ%3D%3D&trk=flagship3_search_srp_jobs
Physics Researcher - Fully Remote,Mercor,Austria (Remote),$85/hr - $85/hr,15,5,PhD in Physics | Advanced Quantum Mechanics specialization | Advanced Electrodynamics specialization | Advanced Classical Mechanics specialization | Graduate degree from required regions,Should not apply - lacks the fundamental PhD in Physics requirement and specialized physics domain knowledge that this role explicitly demands.,https://www.linkedin.com/jobs/view/4389263525/?eBP=CwEAAAGdIPOqceyu53AzMwezi5g7Cw2wGaLb9wIlYmEWK3nXg_QkRTWhs7Sboo-jcfZhrJ8QL261nvwAf-2HIZ9j213RDHxfoLSA9kZ03HgEFVy5HYYgZDq5EtlvtcYY1lkXEFQ5eeg05_WPNuTRWgfG375QkVLwgl36WVzrIjzWOGckJx4BGfjWrNqtjPZLByz0vZaQsz4zv8pUE8NyszWK6nnQ5xkXMxV_XZjFQRGPpc1PuB-PhQP5jgKEfsH-2GSwqv2YhGZ4qjyeGzLgQ2a1NFU_8cqP9t9gKAnq_xD1NQEUz_fYd9rq9ccrQBPuzPEk_8C94ZuGsF9eW3SvNiT8C71ekej1lf4TgbykPKlzLx--z2Xbq0pE6TVzCr66E-HK1RxpVYQCkMx8RmPGakTByfrcSHEljrroXGx01vDbR0XP8Yrmg_0PmNFxtc0GnfPNJDHHubSvizE2IREmO7cePp8UDwVFvRFYZYaYGO1NyzT5yGGMm08tqHjSZQG7Hc4M0qEUv2V7wjRBKLZ5tdRaSvCXJnSRlXsjdt8uwv4&refId=zPTSCScEGOwHD1tJg5ymsA%3D%3D&trackingId=nRLtgGlKV4TLm%2Bkhs5ijyw%3D%3D&trk=flagship3_search_srp_jobs
(Junior) IT Analyst (mensch*) - (TZ/30 Std.),Zurich Insurance,"Vienna, Vienna, Austria (Hybrid)",,15,5,German language proficiency | Insurance domain knowledge | BPMN workflow configuration | Java/.NET programming | Requirements specification | Business analysis | Camunda workflow tools,"Don't apply - this is a career pivot into business analysis requiring strong German and insurance domain knowledge, not an ML engineering role.",https://www.linkedin.com/jobs/view/4329385631/?eBP=CwEAAAGdIPOqcdzFVcI3M1ZDs7Lk-yiTeDFSZyL9HdGF_cUaJ0AUv85SkArQM-xNumYUZTg2Vb1WMd_8mIjaP7dqLCigQL7iGK5SEIQghjrkgDH-FJLON5z6BORrwk5_IEBUrWS21p2m_fk7QtBbrIgRJJmMnp9jm_qdwfDT1zPZYfxX31dLINvlPCiQatr51_xDreFI4xaFeYXGF5GJtQBE46DBa7TBJrAs60lZflDxHQoS3yAnnIwMeBzf8FUjz5hhHt5vLBvHP0nmWvo3ffspOBlQ_zKEYqH7e0JvOnsBGpT3_0Thf3SbD9wdio5ryBemFUCwNcbms0aXka7nB8-14ZCxSloNI9pVtRx9EVNkWMVWsKBy_WnlIC4a9I5Aeaw2b5Um2FGnl-UOG3PGsKt8bOxzsQDyIfrN3bfXPCOA1SbI00sp_snmrZh9RGnjuNMqR8KS3icxmNBDYl90AGTE99HsNloET0pWBSsRQjUarTW6J1-_yIzIPLkFEbpeKElrjUzcGG1hDDPywrzE5ceTqvYQGnrVa7r1ysMnBuMOxA&refId=zPTSCScEGOwHD1tJg5ymsA%3D%3D&trackingId=P4Vf9DKcCRP8vfZRFcj%2F3A%3D%3D&trk=flagship3_search_srp_jobs
Junior Consultant (all genders) Cyber Security Strategy,Deloitte,"Vienna, Vienna, Austria",,15,5,Cyber security knowledge | ISO 27001/NIST/ISF standards | Security assessments | Risk management | Compliance processes | Security governance | German proficiency | Consulting experience | Client-facing experience,"Do not apply - this is a complete career pivot with no relevant experience, and the language barrier makes it unsuitable for Austrian consulting.",https://www.linkedin.com/jobs/view/4362231259/?eBP=CwEAAAGdIPP7SMDixTL4xBPumEGxlX-dSlPcAXkA2n4uOmJLj30xHfXgxKl-W2dx5Ekds9t6AGqhummajOM9tITl2WAqRlmn9QkIo0Wy4NR6AmrJZ-OG6bX-msWKlX5L95vkCa1OZAAZCMXtFUoxmgAgqKp-as-vkw9zBwTsDSgCIXloKXAjeiq9XmaIKgdPGbLgFxTR8Oe2htXf4PpfMWBZDwR-JaJxPn7FFQdepTfTsY5EjlNQntA9v95OUC93VKqYEPcAS4RcNFMuv4_oXIraRTXgH8896coGcIYAN95y8HQOsb2YZaLoAXjjdEsDDFqAJkD2_sAb8CoJjWbUR5hgxTxH9uJtkMX9jjeXdYiqhi7zPlYQkLe3TPKQiWzJhbM2uvgDljwQI7fApGk5oAqo39TK43_azysk7gH7JfyodzCKb0Imc0wObdRA8c_GNF-JbdUhU0vbOajHSl4FgqOz6ZWdWoMDnepe9uufhV2meaZL6nRxc701oCFCGU9gvoOdFSvgVuf9RlLFSDnLKsYY18ex5-Bj-vaZSDOJ&refId=RndFl02k13igh093b02ZUA%3D%3D&trackingId=TcPXqbSehUhPTcMzhGI%2Feg%3D%3D&trk=flagship3_search_srp_jobs
Intern Life Strategy (m/w/d) (VZ befristet für 6 Monate),UNIQA Insurance Group,"Vienna, Vienna, Austria (On-site)",,15,5,Strategy consulting experience | Business strategy knowledge | Excellent German language skills | MS Excel/PowerPoint proficiency | Life insurance domain knowledge | Management consulting methodologies,"Do not apply - this is a complete field mismatch requiring strategy consulting skills and fluent German, neither of which you possess.",https://www.linkedin.com/jobs/view/4387518965/?eBP=CwEAAAGdIPP7SMdyJchEIIPqXVAZ4Wstk87vZatDI_SG1kHcOSYdL_WTzcHQnoQVK3D8NPGC9Wl1GCMVht8mFkOrCJX2X3wN2OoTmXIZeBlv5SeTq9b8sc93rIh2HpzIkdFTd15lMcY0-gw0xY1piDJf76CooktZI7ZeASEZzSFIayKDUAnNExt7Xnc-R6ibr914oIQyzjF-y9o35Lzo-U3OWYodTRkwCR3fqCn66D63oeVaoMcfr1egiS-Z3yqChxVSsstA8Qxkeo6xknqRAmeUu18DSiDKkVWUvwaDLajg04M7i05VhbTKf7RsCYj16ogbpeAPwZgZBVk22lCLH2UQni26hYavNp3XkhV4F5FYdPjXz_Y3K69dITefflEmaVliYfJ4oOmiTATVJkz6w2FFNNO0hQ6s1AFhg6mgVTYP2s3O8vFXqWgwHpCrLXhtl8rZ1NFiJLfvgB6evmImk4QzVgj_iycEB2g2NNKLZa7yvHQWEDNDn1KxhfyZ0x3A-bDi-XosjuGPxS3EsWU3-hqMrqKANYcyZZ1i-Q&refId=RndFl02k13igh093b02ZUA%3D%3D&trackingId=HK5jOuIh95DR5HyD%2FoVGaA%3D%3D&trk=flagship3_search_srp_jobs
Associate Communications Officer (S)*,OSCE,"Vienna, Vienna, Austria (On-site)",,15,5,Communications/journalism experience | Website content management | CMS experience (Drupal) | Social media management | Political judgment and analytical skills for external communications | Writing/editing communications material | Media relations experience | Content creation for public audiences,Do not apply - this is a communications role requiring journalism/media experience that doesn't match your technical ML background at all.,https://www.linkedin.com/jobs/view/4383126491/?eBP=CwEAAAGdIPP7SCVEFdznL7qRr1Y2rx-_4RR2h0wSdK77a8LaT9uCToqGftwudRQ9jhPa13hPSb7uoEoUxe9snqqhVYEfLaL64sn4bwHPAg4MbmXBhslrYnmDw-SSWGsHJJQ2lvaorr6g4O3D8lRB00_dGK1VcmmyTQcy7UDnFS119Qcbx3wqLfLfUPo4DY_kCHxGnTj0s5YRkKloilpgYqpac9Luph2ifXp7MUkeJKP56PaXu-S_ec5U38xZCbrdWXXYjHLLgJuGmixHOIilQGF2Fmz0LYVI4Y4pr9mlLfDZ-2wHbE_k0WYf5HNzLMv7SFe2HOuVdyiTGVnnZrB-NKAP5J5b6VYkSw5BQ3yRbAsczilASAzvTVq0qYNQweh4GIc9bHbLMjB6PkjR09WKoJiwQV89lQ&refId=RndFl02k13igh093b02ZUA%3D%3D&trackingId=TSFdlGZZs0ns4FL1beJ1UA%3D%3D&trk=flagship3_search_srp_jobs
Finnish Language Specialist,iMerit Scholars,European Union (Remote),,15,5,Finnish language proficiency (B2+) | 1-2 years annotation experience | Data annotation tools expertise | Text/image/video annotation experience | Understanding of PII and NER | LLM training data creation | Social media content handling,"Do not apply - this is a language specialist role requiring Finnish fluency and annotation experience, not ML engineering skills.",https://www.linkedin.com/jobs/view/4387101695/?eBP=BUDGET_EXHAUSTED_JOB&refId=16THS%2FcDI9rpk8Rk%2FQ7Pcg%3D%3D&trackingId=uimwQxg7PsK%2BPrDe9WNxPg%3D%3D&trk=flagship3_search_srp_jobs
